央视,#genre#
揭西综合频道,http://113.117.74.142:8081/hls/39/index.m3u8
揭西综合频道,http://113.117.74.87:8081/hls/39/index.m3u8
揭西综合频道,http://113.117.74.214:8081/hls/39/index.m3u8
揭西综合频道,http://113.117.74.45:8081/hls/39/index.m3u8
揭西综合频道,http://113.117.74.78:8081/hls/39/index.m3u8
揭西综合频道,http://113.117.74.131:8081/hls/39/index.m3u8
揭西综合频道,http://113.117.74.78:8081/hls/19/index.m3u8
揭西综合频道,http://113.117.74.45:8081/hls/19/index.m3u8
揭西综合频道,http://113.117.74.214:8081/hls/19/index.m3u8
揭西综合频道,http://113.117.74.87:8081/hls/19/index.m3u8

湛江公共,http://113.110.72.132:8090/hls/3/index.m3u8
湛江公共,http://113.101.119.52:8090/hls/3/index.m3u8

廉江综合,http://180.143.82.135:8181/tsfile/live/1048_1.m3u8

佛山影视,http://180.143.82.135:8181/tsfile/live/0139_1.m3u8



求索系列,#genre#
求索动物,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=3
求索记录,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
求索科学,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3
求索生活,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000003382/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=3

NewTV系列,#genre#
超级综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/1.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
武博世界,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw2554338791_49940138/ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1934355864_2070028581/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw2582593423_1721070986/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw2797725038_-2054878207/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
精品纪录,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2837435881_530071425/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3441504651_1879058580/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw3373254713_-1111569189/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8



超清频道,#genre#
纯享超清,http://[2409:8087:2001:20:2800:0:df6e:eb26]:80/ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8

特别频道,#genre#
咪咕4K,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225655/index.m3u8


港澳台,#genre#
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/ott.mobaibox.com/PLTV/1/224/3221228530/index.m3u8



TVB星河,http://113.117.74.142:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.87:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.214:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.45:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.78:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.131:8081/hls/135/index.m3u8
TVB星河,http://113.117.74.133:8081/hls/135/index.m3u8
TVB星河,http://180.143.82.135:8181/tsfile/live/1070_1.m3u8
TVB星河,http://113.86.206.78:9999/tsfile/live/1053_1.m3u8

凤凰卫视,http://180.143.82.135:8181/tsfile/live/1001_1.m3u8
凤凰卫视,http://113.117.74.142:8081/hls/37/index.m3u8
凤凰卫视,http://113.117.74.87:8081/hls/37/index.m3u8
凤凰卫视,http://113.117.74.214:8081/hls/37/index.m3u8
凤凰卫视,http://113.117.74.45:8081/hls/37/index.m3u8
凤凰卫视,http://113.117.74.78:8081/hls/37/index.m3u8
凤凰卫视,http://113.117.74.131:8081/hls/37/index.m3u8
凤凰卫视,http://113.117.74.133:8081/hls/37/index.m3u8
凤凰卫视,http://180.143.82.135:8181/tsfile/live/1014_1.m3u8

凤凰资讯,http://113.117.74.214:8081/hls/36/index.m3u8
凤凰资讯,http://180.143.82.135:8181/tsfile/live/1000_1.m3u8
凤凰资讯,http://113.117.74.142:8081/hls/36/index.m3u8
凤凰资讯,http://113.117.74.87:8081/hls/36/index.m3u8
凤凰资讯,http://113.117.74.45:8081/hls/36/index.m3u8
凤凰资讯,http://113.117.74.78:8081/hls/36/index.m3u8
凤凰资讯,http://113.117.74.131:8081/hls/36/index.m3u8
凤凰资讯,http://113.117.74.133:8081/hls/36/index.m3u8
凤凰资讯,http://183.239.193.55:2223/hls/12/index.m3u8
凤凰资讯,http://180.143.82.135:8181/tsfile/live/1015_1.m3u8

凤凰香港,http://180.143.82.135:8181/tsfile/live/1002_1.m3u8
凤凰香港,http://113.117.74.142:8081/hls/38/index.m3u8
凤凰香港,http://113.117.74.87:8081/hls/38/index.m3u8
凤凰香港,http://113.117.74.214:8081/hls/38/index.m3u8
凤凰香港,http://113.117.74.78:8081/hls/38/index.m3u8
凤凰香港,http://113.117.74.131:8081/hls/38/index.m3u8
凤凰香港,http://113.117.74.133:8081/hls/38/index.m3u8
凤凰香港,http://113.117.74.45:8081/hls/38/index.m3u8

翡翠台,http://202.168.187.208:2024/tsfile/live/1006_1.m3u8
翡翠台,http://113.86.206.78:9999/tsfile/live/1055_1.m3u8



明珠台,http://202.168.187.208:2024/tsfile/live/1007_1.m3u8

无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0

澳亚卫视,http://202.168.187.208:2024/tsfile/live/1010_1.m3u8

星空卫视,http://202.168.187.208:2024/tsfile/live/1008_1.m3u8

星空音乐,http://180.143.82.135:8181/tsfile/live/1006_1.m3u8
星空音乐,http://119.125.104.159:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&down=1
星空音乐,http://110.72.87.140:808/hls/64/index.m3u8
星空音乐,http://110.72.87.143:808/hls/64/index.m3u8

龍翔時代電影台,http://180.143.82.135:8181/tsfile/live/1075_1.m3u8

東森洋片,http://180.143.82.135:8181/tsfile/live/1074_1.m3u8

澳視澳門,http://113.65.162.78:8081/hls/73/index.m3u8


